WKT,latitude,longitude,street,postalcode,city,description
"POINT (5.30689 52.40851)",52.40851,5.30689,Tiarastraat, 1336 SG, Almere,https://waarneming.nl/observation/350682980/
"POINT (5.22178 52.17883)",52.17883,5.22178,Koudelaan, 3749 AM, Lage Vuursche,https://waarneming.nl/observation/350722700/
"POINT (5.36392 52.14171)",52.14171,5.36392,Doctor Jan Pieter Heijelaan, 3818 GT, Amersfoort,https://waarneming.nl/observation/350939877/
"POINT (6.59241 51.91979)",51.91979,6.59241,Slaadreef, 7121 JG, Aalten,https://waarneming.nl/observation/350968165/
"POINT (4.62838 52.41284)",52.41284,4.62838,Kluijskenslaan, 2082 GT, Santpoort-Zuid,https://waarneming.nl/observation/351052385/
"POINT (5.2996 52.20045)",52.20045,5.29960,Koekoeksbloemlaan, 3742 EK, Baarn,https://waarneming.nl/observation/351176039/
"POINT (5.98462 52.3558)",52.35580,5.98462,Midachten, 8162 CJ, Epe,https://waarneming.nl/observation/351149738/
"POINT (5.25234 52.0979)",52.09790,5.25234,Valckenboschlaan, 3707 CS, Zeist,https://waarneming.nl/observation/351169796/
"POINT (4.61518 52.26233)",52.26233,4.61518,Polanen, 2151 DP, Nieuw-Vennep,https://waarneming.nl/observation/351190206/
"POINT (4.61595 52.26216)",52.26216,4.61595,Polanen, 2151 DR, Nieuw-Vennep,https://waarneming.nl/observation/351186842/
"POINT (5.42997 52.01752)",52.01752,5.42997,Gezichtslaan, 3956 BB, Leersum,https://waarneming.nl/observation/351221818/
"POINT (6.01328 52.22009)",52.22009,6.01328,De Rozenhaag, 7325 EW, Apeldoorn,https://waarneming.nl/observation/351402960/
"POINT (4.93235 52.36386)",52.36386,4.93235,Javastraat, 1094 HL, Amsterdam,https://waarneming.nl/observation/351416910/
"POINT (5.58594 52.14682)",52.14682,5.58594,Mettenbrincklaan, 3771 HX, Barneveld,https://waarneming.nl/observation/351411985/
"POINT (6.61885 51.93106)",51.93106,6.61885,Stationsweg, 7121 LH, Aalten,https://waarneming.nl/observation/351591728/
"POINT (5.19973 52.20902)",52.20902,5.19973,Arubalaan, 1213 VE, Hilversum,https://waarneming.nl/observation/351624400/
"POINT (5.69999 52.02079)",52.02079,5.69999,Horalaan, 6721 KM, Bennekom,https://waarneming.nl/observation/351663855/
"POINT (5.76798 51.85853)",51.85853,5.76798,Hazelhoenhof, 6641 XA, Beuningen,https://waarneming.nl/observation/351660992/
"POINT (5.65782 52.02763)",52.02763,5.65782,Nijverheidlaan, 6717 EV, Ede,https://waarneming.nl/observation/351712803/
"POINT (5.43492 52.08185)",52.08185,5.43492,Beukenlaan, 3931 ZR, Woudenberg,https://waarneming.nl/observation/351821107/
"POINT (5.72001 51.816)",51.81600,5.72001,Heilige Stoel, 6601 VM, Wijchen,https://waarneming.nl/observation/351996437/
"POINT (5.32823 52.32444)",52.32444,5.32823,Oeverwalhof, 1349 JE, Almere,https://waarneming.nl/observation/360116194/
"POINT (6.08149 52.03119)",52.03119,6.08149,Schaterland, 6955 AB, Ellecom,https://waarneming.nl/observation/352661106/
"POINT (5.24196 51.80586)",51.80586,5.24196,Vergtweg, 5301 TH, Zaltbommel,https://waarneming.nl/observation/356639803/
"POINT (5.29777 52.18363)",52.18363,5.29777,Prins Bernhardlaan, 3761 AA, Soest,https://waarneming.nl/observation/353055080/
"POINT (5.36763 52.1971)",52.19710,5.36763,Zoetegaarde, 3824 AR, Amersfoort,https://waarneming.nl/observation/353169919/
"POINT (5.66134 52.28961)",52.28961,5.66134,Drieërweg, 3852 MA, Ermelo,https://waarneming.nl/observation/353172820/
"POINT (5.04846 52.24913)",52.24913,5.04846,Wilgenlaan, 1394 JS, Nederhorst den Berg,https://waarneming.nl/observation/353247154/
"POINT (5.10602 51.88365)",51.88365,5.10602,Beukenlaan, 4147 GR, Asperen,https://waarneming.nl/observation/353693897/
"POINT (4.99538 52.09157)",52.09157,4.99538,Presidentperenlaan, 3452 ET, Vleuten,https://waarneming.nl/observation/354074842/
