WKT,latitude,longitude,street,postalcode,city,description
"POINT (5.78745 50.93567)",50.93567,5.78745,Maastrichterlaan, 6191 RT, Geverik,https://waarneming.nl/observation/336864477/
"POINT (5.81342 51.17313)",51.17313,5.81342,Bosserstraat, 6014 RD, Ittervoort,https://waarneming.nl/observation/339235411/
"POINT (5.96942 50.91131)",50.91131,5.96942,Bergerodeweg, 6414 BG, Heerlen,https://waarneming.nl/observation/337268293/
"POINT (5.97009 51.09011)",51.09011,5.97009,Kerkweg, 6105 CC, Maria Hoop,https://waarneming.nl/observation/337197805/
"POINT (5.78593 51.26893)",51.26893,5.78593,Visdijk, 6034 SZ, Nederweert-Eind,https://waarneming.nl/observation/337430197/
"POINT (5.86043 51.00798)",51.00798,5.86043,Vouerweg, 6136 AM, Sittard,https://waarneming.nl/observation/337459072/
"POINT (5.788 51.26866)",51.26866,5.78800,Visdijk, 6034 SZ, Nederweert-Eind,https://waarneming.nl/observation/338447177/
"POINT (5.98791 50.87322)",50.87322,5.98791,Parmentierstraat, 6417 AX, Heerlen,https://waarneming.nl/observation/338478926/
"POINT (5.95914 50.87739)",50.87739,5.95914,Autosnelweg A79, 6419 SE, Heerlen,https://waarneming.nl/observation/339294408/
"POINT (5.83346 50.97183)",50.97183,5.83346,Rijksweg Noord, 6162 AB, Geleen,https://waarneming.nl/observation/338588054/
"POINT (6.10737 51.52207)",51.52207,6.10737,Bergerhofweg, 5863 AH, Blitterswijck,https://waarneming.nl/observation/338784979/
"POINT (5.85082 50.95548)",50.95548,5.85082,Sweikhuizervoetpad, 6174 RH, Sweikhuizen,https://waarneming.nl/observation/339121128/
"POINT (5.90337 50.92884)",50.92884,5.90337,Tulpstraat, 6361 JD, Vaesrade,https://waarneming.nl/observation/339097977/
"POINT (6.12286 51.31389)",51.31389,6.12286,Pastoor Hermensstraat, 5951 GB, Belfeld,https://waarneming.nl/observation/339558870/
"POINT (6.01182 51.54302)",51.54302,6.01182,Zuiderbergweg, 5807 EM, Oostrum,https://waarneming.nl/observation/340004993/
"POINT (5.99422 50.87092)",50.87092,5.99422,Ruth Firststraat, 6418 PM, Heerlen,https://waarneming.nl/observation/340116927/
"POINT (5.69913 50.85267)",50.85267,5.69913,Franciscus Romanusweg, 6221 AH, Maastricht,https://waarneming.nl/observation/340516308/
"POINT (5.77886 50.90196)",50.90196,5.77886,Klein Berghemmerweg, 6235 AJ, Ulestraten,https://waarneming.nl/observation/378096527/
"POINT (5.88259 51.3111)",51.31110,5.88259,Aan de Heibloem, 6089 NE, Heythuysen,https://waarneming.nl/observation/341886033/
"POINT (5.98912 51.52733)",51.52733,5.98912,D'n Herk, 5803 DM, Venray,https://waarneming.nl/observation/342108693/
"POINT (5.72324 50.87258)",50.87258,5.72324,Mariënwaard, 6222 AM, Maastricht,https://waarneming.nl/observation/342265172/
"POINT (5.81066 51.24619)",51.24619,5.81066,Koeldijk, 6091 PX, Leveroy,https://waarneming.nl/observation/343378860/
"POINT (5.67406 50.82804)",50.82804,5.67406,Mergelweg, 6212 XK, Maastricht,https://waarneming.nl/observation/343198643/
"POINT (5.67857 50.82918)",50.82918,5.67857,Van Schaikweg, 6212 XG, Maastricht,https://waarneming.nl/observation/347331382/
"POINT (5.70871 50.82615)",50.82615,5.70871,Gronsvelderweg, 6229 VN, Maastricht,https://waarneming.nl/observation/343786739/
"POINT (5.78574 50.95405)",50.95405,5.78574,Sanderboutlaan, 6181 DN, Catsop,https://waarneming.nl/observation/343825762/
"POINT (5.73387 50.86201)",50.86201,5.73387,Peppelhoven, 6225 GZ, Maastricht,https://waarneming.nl/observation/343820499/
"POINT (5.82189 50.92724)",50.92724,5.82189,Hubertusstraat, 6191 PC, Genhout,https://waarneming.nl/observation/343977762/
"POINT (5.85774 51.01116)",51.01116,5.85774,Brauningerstraat, 6135 JW, Sittard,https://waarneming.nl/observation/344017880/
"POINT (6.18118 51.36404)",51.36404,6.18118,Jan van Broekhuizenstraat, 5913 RX, Blerick,https://waarneming.nl/observation/344131694/
"POINT (6.11548 51.31042)",51.31042,6.11548,Hamarplein, 5951 CD, Belfeld,https://waarneming.nl/observation/344169704/
"POINT (5.73753 51.25458)",51.25458,5.73753,De Vrouwehof, 6004 SL, Weert,https://waarneming.nl/observation/344435330/
"POINT (5.77182 50.94579)",50.94579,5.77182,Pastoor Biermansstraat, 6181 LC, Catsop,https://waarneming.nl/observation/344432623/
"POINT (5.95596 51.52835)",51.52835,5.95596,Biezenvenneke, 5801 HN, Venray,https://waarneming.nl/observation/344652729/
"POINT (5.99151 51.3263)",51.32630,5.99151,Korenbloem, 5988 MC, Helden,https://waarneming.nl/observation/344653289/
"POINT (6.18036 51.38128)",51.38128,6.18036,Jan van Scorelstraat, 5914 TW, Blerick,https://waarneming.nl/observation/344725400/
"POINT (5.97949 50.93578)",50.93578,5.97949,Carel Fabritiusstraat, 6445 XH, Brunssum,https://waarneming.nl/observation/344756651/
"POINT (5.71836 50.77811)",50.77811,5.71836,Veldleeuwerik, 6245 RJ, Mariadorp,https://waarneming.nl/observation/344968739/
"POINT (6.04312 51.41269)",51.41269,6.04312,Van Ulftstraat, 5975 XW, Sevenum,https://waarneming.nl/observation/344990048/
"POINT (5.89165 50.99562)",50.99562,5.89165,Alardstraat, 6132 EV, Sittard,https://waarneming.nl/observation/345065818/
"POINT (5.7452 51.19399)",51.19399,5.74520,Molenweg, 6039 RH, Stramproy,https://waarneming.nl/observation/345150208/
"POINT (5.99566 51.14259)",51.14259,5.99566,Verrelstraat, 6077 GR, Sint Odiliënberg,https://waarneming.nl/observation/345171703/
"POINT (6.04065 51.35474)",51.35474,6.04065,Cederhof, 5993 XG, Maasbree,https://waarneming.nl/observation/345874671/
"POINT (6.02508 51.16059)",51.16059,6.02508,Aldrinerf, 6074 ER, Melick,https://waarneming.nl/observation/345729683/
"POINT (5.97967 50.88294)",50.88294,5.97967,Kortstraat, 6411 GA, Heerlen,https://waarneming.nl/observation/346455536/
"POINT (5.76918 51.04036)",51.04036,5.76918,Heilig Kruisstraat, 6127 CA, Grevenbicht,https://waarneming.nl/observation/345839463/
"POINT (5.68408 51.26327)",51.26327,5.68408,Anjelierstraat, 6002 TP, Weert,https://waarneming.nl/observation/345918096/
"POINT (6.0518 51.36294)",51.36294,6.05180,Van Hatertstraat, 5993 ER, Maasbree,https://waarneming.nl/observation/345848691/
"POINT (5.75108 50.92544)",50.92544,5.75108,Processieweg, 6243 BB, Geulle aan de Maas,https://waarneming.nl/observation/345967260/
"POINT (6.20339 51.35998)",51.35998,6.20339,Frits Peutzstraat, 5915 JB, Venlo,https://waarneming.nl/observation/345922435/
"POINT (5.89909 51.18107)",51.18107,5.89909,Heerbaan, 6097 AZ, Heel,https://waarneming.nl/observation/346061632/
"POINT (5.65569 50.84243)",50.84243,5.65569,Galopiahof, 6215 TM, Maastricht,https://waarneming.nl/observation/346216677/
"POINT (5.97565 50.93434)",50.93434,5.97565,Pelgrimsweg, 6445 XN, Brunssum,https://waarneming.nl/observation/346187345/
"POINT (6.08866 51.28322)",51.28322,6.08866,Kleistekerstraat, 5953 PA, Reuver,https://waarneming.nl/observation/346164607/
"POINT (5.81667 50.82333)",50.82333,5.81667,Bernhardlaan, 6269 CX, Margraten,https://waarneming.nl/observation/346189405/
"POINT (5.71796 51.25378)",51.25378,5.71796,Maaslandlaan, 6004 GC, Weert,https://waarneming.nl/observation/346242198/
"POINT (5.95685 50.94929)",50.94929,5.95685,Florence Nightingalestraat, 6441 HS, Brunssum,https://waarneming.nl/observation/346313624/
"POINT (5.74852 50.92357)",50.92357,5.74852,Graaf Wolter Hoenstraat, 6243 BE, Geulle aan de Maas,https://waarneming.nl/observation/346320819/
"POINT (5.96332 50.90762)",50.90762,5.96332,Van der Scheurstraat, 6413 VE, Heerlen,https://waarneming.nl/observation/346337002/
"POINT (5.92313 50.94414)",50.94414,5.92313,Sjoepevaart, 6436 CK, Amstenrade,https://waarneming.nl/observation/346472525/
"POINT (5.76912 50.96936)",50.96936,5.76912,Dross van Bewerstraat, 6171 JV, Stein,https://waarneming.nl/observation/346500530/
"POINT (5.81656 50.98846)",50.98846,5.81656,Lindenlaan, 6163 AZ, Geleen,https://waarneming.nl/observation/346641943/
"POINT (5.88728 50.91434)",50.91434,5.88728,Pommer, 6361 VB, Nuth,https://waarneming.nl/observation/346814538/
"POINT (5.80644 50.93858)",50.93858,5.80644,Hoolstraat, 6191 TZ, Neerbeek,https://waarneming.nl/observation/346804922/
"POINT (5.94034 50.87932)",50.87932,5.94034,Grachtstraat, 6367 CB, Kunrade,https://waarneming.nl/observation/346908815/
"POINT (5.98299 51.5341)",51.53410,5.98299,Zandbleek, 5804 AZ, Venray,https://waarneming.nl/observation/347175384/
"POINT (5.79419 50.93679)",50.93679,5.79419,Gundelfingenstraat, 6191 KW, Geverik,https://waarneming.nl/observation/346885150/
"POINT (5.79429 50.93708)",50.93708,5.79429,Gundelfingenstraat, 6191 KX, Geverik,https://waarneming.nl/observation/346930563/
"POINT (6.06855 51.15685)",51.15685,6.06855,Antonius Bieleveltstraat, 6075 CS, Herkenbosch,https://waarneming.nl/observation/346991697/
"POINT (5.65247 50.83889)",50.83889,5.65247,Planetenhof, 6215 TZ, Maastricht,https://waarneming.nl/observation/347200496/
"POINT (5.75669 50.92886)",50.92886,5.75669,Hussenbergstraat, 6243 AH, Geulle aan de Maas,https://waarneming.nl/observation/347109919/
"POINT (6.16497 51.41969)",51.41969,6.16497,Oude Heerweg, 5941 EK, Velden,https://waarneming.nl/observation/347168787/
"POINT (5.86796 51.00281)",51.00281,5.86796,Odasingel, 6131 GV, Sittard,https://waarneming.nl/observation/347205123/
"POINT (5.77799 51.03741)",51.03741,5.77799,Stiftstraat, 6127 EL, Grevenbicht,https://waarneming.nl/observation/347314575/
"POINT (5.96445 51.5318)",51.53180,5.96445,Lamersveld, 5801 HD, Venray,https://waarneming.nl/observation/347316396/
"POINT (5.99281 51.5376)",51.53760,5.99281,Vingerhoedskruid, 5803 KT, Venray,https://waarneming.nl/observation/347354720/
"POINT (6.08085 51.53578)",51.53578,6.08085,Meerloseweg, 5861 AB, Wanssum,https://waarneming.nl/observation/347413974/
"POINT (5.78946 51.29911)",51.29911,5.78946,Meester Schakenhof, 6035 CW, Ospel,https://waarneming.nl/observation/347400844/
"POINT (5.8635 50.91854)",50.91854,5.86350,Grijzegrubben, 6361 GL, Nuth,https://waarneming.nl/observation/347431250/
"POINT (5.76824 51.04065)",51.04065,5.76824,Oude Veerstraat, 6127 AR, Grevenbicht,https://waarneming.nl/observation/374441108/
"POINT (6.011 50.90197)",50.90197,6.01100,Willem II-laan, 6371 JC, Landgraaf,https://waarneming.nl/observation/347524756/
"POINT (5.85554 50.89227)",50.89227,5.85554,Aalbekerweg, 6336 AD, Hulsberg,https://waarneming.nl/observation/347538608/
"POINT (5.77404 50.96568)",50.96568,5.77404,A76, 6171 LV, Stein,https://waarneming.nl/observation/347542909/
"POINT (6.15852 51.33212)",51.33212,6.15852,Brachterhof, 5932 XM, Tegelen,https://waarneming.nl/observation/347615051/
"POINT (6.16021 51.49394)",51.49394,6.16021,Aan de Schakel, 5871 AZ, Broekhuizenvorst,https://waarneming.nl/observation/347822784/
"POINT (6.09711 51.5299)",51.52990,6.09711,Windmolenzijweg, 5863 AG, Blitterswijck,https://waarneming.nl/observation/347685074/
"POINT (6.15809 51.33235)",51.33235,6.15809,Brachterhof, 5932 XM, Tegelen,https://waarneming.nl/observation/347740222/
"POINT (5.71414 51.26063)",51.26063,5.71414,Biest, 6001 AT, Weert,https://waarneming.nl/observation/348097819/
"POINT (6.15549 51.34742)",51.34742,6.15549,Geldersebaan, 5931 JP, Tegelen,https://waarneming.nl/observation/348542944/
"POINT (5.72416 51.2421)",51.24210,5.72416,Houtsnip, 6005 KN, Weert,https://waarneming.nl/observation/348020677/
"POINT (5.96992 51.53252)",51.53252,5.96992,De Schans, 5804 XV, Venray,https://waarneming.nl/observation/348043526/
"POINT (6.07841 51.36411)",51.36411,6.07841,Venloseweg, 5993 PD, Maasbree,https://waarneming.nl/observation/348720118/
"POINT (6.02033 51.16246)",51.16246,6.02033,Breidberg, 6074 DG, Melick,https://waarneming.nl/observation/348102111/
"POINT (5.86888 50.97632)",50.97632,5.86888,Constantijnhof, 6151 DP, Munstergeleen,https://waarneming.nl/observation/348073963/
"POINT (6.14693 51.42355)",51.42355,6.14693,De Plaggenhouwer, 5971 LB, Grubbenvorst,https://waarneming.nl/observation/348224245/
"POINT (5.73201 51.256)",51.25600,5.73201,Batavierenstraat, 6004 BR, Weert,https://waarneming.nl/observation/348158694/
"POINT (6.00645 50.82424)",50.82424,6.00645,Zandbergervoetpad, 6351 AK, Bocholtz,https://waarneming.nl/observation/348175189/
"POINT (5.68238 51.23767)",51.23767,5.68238,Lansierlaan, 6006 RJ, Weert,https://waarneming.nl/observation/348195225/
"POINT (6.01954 51.52838)",51.52838,6.01954,Asselberghsstraat, 5807 BR, Oostrum,https://waarneming.nl/observation/348224630/
"POINT (5.74129 51.29167)",51.29167,5.74129,Strateris, 6031 PB, Budschop,https://waarneming.nl/observation/348844546/
"POINT (5.90901 51.14828)",51.14828,5.90901,Stationsweg, 6051 KK, Brachterbeek,https://waarneming.nl/observation/348259741/
"POINT (6.10893 51.31202)",51.31202,6.10893,Maasstraat, 5951 AH, Belfeld,https://waarneming.nl/observation/348437945/
"POINT (5.80737 50.98393)",50.98393,5.80737,Meidoornstraat, 6163 EM, Geleen,https://waarneming.nl/observation/348496274/
"POINT (5.95478 51.23049)",51.23049,5.95478,Kloosterveld, 6081 JE, Haelen,https://waarneming.nl/observation/348438118/
"POINT (6.10909 51.31239)",51.31239,6.10909,Urbanusstraat, 5951 AK, Belfeld,https://waarneming.nl/observation/348490537/
"POINT (5.87051 51.01128)",51.01128,5.87051,Rolandsweg, 6136 BW, Sittard,https://waarneming.nl/observation/348829538/
"POINT (5.99693 51.21332)",51.21332,5.99693,Schilbergsweg, 6041 AN, Roermond,https://waarneming.nl/observation/348918850/
"POINT (6.08683 51.51335)",51.51335,6.08683,Hoofdstraat, 5864 BG, Meerlo,https://waarneming.nl/observation/349056177/
"POINT (5.72119 50.84226)",50.84226,5.72119,Nijverheidsweg, 6227 AL, Maastricht,https://waarneming.nl/observation/349296181/
"POINT (5.89431 51.00035)",51.00035,5.89431,René van Oranjestraat, 6137 HL, Sittard,https://waarneming.nl/observation/349311612/
"POINT (5.8568 51.03614)",51.03614,5.85680,Halfeweg, 6118 DC, Nieuwstadt,https://waarneming.nl/observation/349353567/
"POINT (5.67247 50.8375)",50.83750,5.67247,Cannerweg, 6213 BE, Maastricht,https://waarneming.nl/observation/349374190/
"POINT (6.12526 51.36051)",51.36051,6.12526,Moutzhofweg, 5926 RB, Hout-Blerick,https://waarneming.nl/observation/349516583/
"POINT (5.68192 51.26039)",51.26039,5.68192,Tobbersdijk, 6002 AR, Weert,https://waarneming.nl/observation/350071620/
"POINT (5.69872 51.24249)",51.24249,5.69872,Maria Luytenstraat, 6006 KB, Weert,https://waarneming.nl/observation/349562621/
"POINT (5.71564 50.77905)",50.77905,5.71564,Burgemeester Wijnandsstraat, 6245 HC, Mariadorp,https://waarneming.nl/observation/349617310/
"POINT (6.0182 50.86576)",50.86576,6.01820,Op de Knip, 6467 GP, Kerkrade,https://waarneming.nl/observation/349796711/
"POINT (6.08076 51.35642)",51.35642,6.08076,Dubbroek, 5993 PN, Maasbree,https://waarneming.nl/observation/350011547/
"POINT (5.80553 50.86007)",50.86007,5.80553,Wethouder Meertensstraat, 6325 DB, Vilt,https://waarneming.nl/observation/349744731/
"POINT (5.9307 51.15518)",51.15518,5.93070,Gelreplein, 6067 CX, Linne,https://waarneming.nl/observation/349795324/
"POINT (5.88275 50.84689)",50.84689,5.88275,Valkenburgerweg, 6321 GJ, Wijlre,https://waarneming.nl/observation/349818989/
"POINT (5.88084 51.07069)",51.07069,5.88084,Weg naar Assendonk, 6114 RT, Susteren,https://waarneming.nl/observation/350778791/
"POINT (5.82095 51.08172)",51.08172,5.82095,Steenakker, 6116 CE, Roosteren,https://waarneming.nl/observation/349907995/
"POINT (5.72092 50.84264)",50.84264,5.72092,Nijverheidsweg, 6227 AL, Maastricht,https://waarneming.nl/observation/350046754/
"POINT (5.99778 51.18029)",51.18029,5.99778,Processieweg, 6045 CH, Roermond,https://waarneming.nl/observation/349964312/
"POINT (5.97415 51.1768)",51.17680,5.97415,Jo Calsstraat, 6049 HW, Merum,https://waarneming.nl/observation/350000448/
"POINT (5.8453 51.17665)",51.17665,5.84530,Santfort, 6017 RJ, Thorn,https://waarneming.nl/observation/350074175/
"POINT (5.88343 51.22814)",51.22814,5.88343,Salmenhofweg, 6095 BZ, Baexem,https://waarneming.nl/observation/350060569/
"POINT (5.97552 51.43516)",51.43516,5.97552,Griendtsveenseweg, 5966 PT, America,https://waarneming.nl/observation/350175633/
"POINT (5.90092 51.35106)",51.35106,5.90092,Heufkesweg, 5768 RR, Meijel,https://waarneming.nl/observation/350115682/
"POINT (6.00648 51.14256)",51.14256,6.00648,Reutjesweg, 6077 NB, Sint Odiliënberg,https://waarneming.nl/observation/350170219/
"POINT (5.87482 51.27745)",51.27745,5.87482,Heide, 6093 PA, Heythuysen,https://waarneming.nl/observation/350171322/
"POINT (5.75096 50.88919)",50.88919,5.75096,Pastoor Arnold Somyasingel, 6231 HT, Rothem,https://waarneming.nl/observation/350228137/
"POINT (6.13726 51.33118)",51.33118,6.13726,Kasteellaan, 5932 AG, Tegelen,https://waarneming.nl/observation/350309370/
"POINT (5.94146 50.92448)",50.92448,5.94146,Doctor Martin Luther Kinglaan, 6431 VL, Heerlen,https://waarneming.nl/observation/350442675/
"POINT (5.96382 51.44838)",51.44838,5.96382,Peelheideweg, 5966 PJ, America,https://waarneming.nl/observation/354628980/
"POINT (5.85419 51.25028)",51.25028,5.85419,Onderweg, 6092 NG, Leveroy,https://waarneming.nl/observation/350545052/
"POINT (6.01716 50.90944)",50.90944,6.01716,Aan de Beuk, 6373 AL, Landgraaf,https://waarneming.nl/observation/350616156/
"POINT (5.70685 50.77634)",50.77634,5.70685,Margrietstraat, 6245 CL, Mariadorp,https://waarneming.nl/observation/350636871/
"POINT (6.03881 50.91603)",50.91603,6.03881,Watergraaf, 6374 NP, Landgraaf,https://waarneming.nl/observation/350698033/
"POINT (6.04121 51.19882)",51.19882,6.04121,Maalbroekerdijk, 6042 LS, Asenray,https://waarneming.nl/observation/350908955/
"POINT (5.9867 50.77422)",50.77422,5.98670,Holset, 6295 ND, Holset,https://waarneming.nl/observation/350934239/
"POINT (5.7734 51.22667)",51.22667,5.77340,Hennenstraatje, 6005 PH, Weert,https://waarneming.nl/observation/351045141/
"POINT (5.97245 51.69203)",51.69203,5.97245,Heijenseweg, 6591 HB, Gennep,https://waarneming.nl/observation/351262949/
"POINT (6.03762 51.22714)",51.22714,6.03762,Gebroeders Schouenbergstraat, 6071 CP, Boukoul,https://waarneming.nl/observation/351221223/
"POINT (5.9599 51.33417)",51.33417,5.95990,Steenstraat, 5981 AG, Panningen,https://waarneming.nl/observation/351324980/
"POINT (5.77501 51.23048)",51.23048,5.77501,Eutropiastraat, 6005 PE, Weert,https://waarneming.nl/observation/351326834/
"POINT (5.94947 51.72562)",51.72562,5.94947,Schoolstraat, 6596 AP, Milsbeek,https://waarneming.nl/observation/351548146/
"POINT (5.68069 51.25489)",51.25489,5.68069,Oud Boshoven, 6002 NW, Weert,https://waarneming.nl/observation/351371528/
"POINT (6.16443 51.33444)",51.33444,6.16443,Ulingsheide, 5932 DA, Tegelen,https://waarneming.nl/observation/351795436/
"POINT (5.84748 51.05949)",51.05949,5.84748,Hemelrijk, 6114 RS, Susteren,https://waarneming.nl/observation/351849910/
"POINT (5.97212 51.52466)",51.52466,5.97212,Kempweg, 5801 VS, Venray,https://waarneming.nl/observation/351663381/
"POINT (5.80478 51.03081)",51.03081,5.80478,Monseigneur Buckxstraat, 6121 KV, Born,https://waarneming.nl/observation/351823367/
"POINT (5.67791 50.84785)",50.84785,5.67791,Brandenburgerweg, 6214 AJ, Maastricht,https://waarneming.nl/observation/351898246/
"POINT (5.71587 50.85028)",50.85028,5.71587,Keizer Arnulfstraat, 6224 HH, Maastricht,https://waarneming.nl/observation/352406332/
"POINT (5.99306 50.89563)",50.89563,5.99306,Oldenzaalstraat, 6415 CM, Heerlen,https://waarneming.nl/observation/352020692/
"POINT (6.04829 51.29065)",51.29065,6.04829,Beeselseweg, 5995 AP, Kessel,https://waarneming.nl/observation/352298497/
"POINT (5.7974 50.87141)",50.87141,5.79740,Geuldalhof, 6301 KB, Houthem,https://waarneming.nl/observation/352464659/
"POINT (5.67622 50.85472)",50.85472,5.67622,Halvemaanstraat, 6217 NE, Maastricht,https://waarneming.nl/observation/352638219/
"POINT (5.88006 50.9078)",50.90780,5.88006,Koningsgraven, 6363 BD, Wijnandsrade,https://waarneming.nl/observation/352738006/
"POINT (5.83963 50.97971)",50.97971,5.83963,Laan van Westfalen, 6162 KJ, Geleen,https://waarneming.nl/observation/353983317/
"POINT (6.19819 51.47387)",51.47387,6.19819,Lingsforterweg, 5944 BB, Arcen,https://waarneming.nl/observation/353820632/
"POINT (5.98209 51.18077)",51.18077,5.98209,Walbreukergraaf, 6041 NX, Roermond,https://waarneming.nl/observation/353964128/
"POINT (5.77426 50.8758)",50.87580,5.77426,A79, 6231 RT, Houthem,https://waarneming.nl/observation/354317366/
"POINT (5.74173 51.28943)",51.28943,5.74173,Speelhuijs, 6031 HR, Budschop,https://waarneming.nl/observation/354607103/
"POINT (5.95107 50.85459)",50.85459,5.95107,Hunsstraat, 6367 JJ, Ubachsberg,https://waarneming.nl/observation/354574870/
"POINT (5.8814 51.75633)",51.75633,5.88140,Bovensteweg, 6585 KD, Mook,https://waarneming.nl/observation/354650211/
"POINT (5.91967 50.94085)",50.94085,5.91967,Vonkstraat, 6436 BK, Amstenrade,https://waarneming.nl/observation/354823011/
"POINT (6.04308 50.90142)",50.90142,6.04308,1940-45-laan, 6373 VS, Landgraaf,https://waarneming.nl/observation/354879801/
"POINT (5.68975 50.84423)",50.84423,5.68975,Nieuwenhofstraat, 6211 KG, Maastricht,https://waarneming.nl/observation/354968140/
"POINT (5.8375 50.97805)",50.97805,5.83750,Ridder Vosstraat, 6162 AX, Geleen,https://waarneming.nl/observation/355348518/
"POINT (6.05759 51.60208)",51.60208,6.05759,Wezelstraat, 5854 JA, Nieuw Bergen,https://waarneming.nl/observation/355366702/
"POINT (5.68332 51.24577)",51.24577,5.68332,Nobellaan, 6006 NP, Weert,https://waarneming.nl/observation/355540056/
"POINT (5.98494 51.32294)",51.32294,5.98494,Schoutenring, 5981 DW, Panningen,https://waarneming.nl/observation/355604952/
"POINT (5.86417 50.99484)",50.99484,5.86417,Kastanjelaan, 6131 KA, Sittard,https://waarneming.nl/observation/358506361/
"POINT (5.87261 51.76322)",51.76322,5.87261,Middelweg, 6584 AH, Molenhoek,https://waarneming.nl/observation/355695577/
"POINT (5.94956 51.2373)",51.23730,5.94956,Eikendreef, 6081 EA, Haelen,https://waarneming.nl/observation/355742545/
"POINT (5.85592 50.97254)",50.97254,5.85592,Geleenstraat, 6151 EW, Munstergeleen,https://waarneming.nl/observation/355796865/
"POINT (5.77721 50.86303)",50.86303,5.77721,Kleinstraat, 6325 CW, Berg en Terblijt,https://waarneming.nl/observation/355881906/
"POINT (5.75459 51.28897)",51.28897,5.75459,Alexiastraat, 6031 DD, Budschop,https://waarneming.nl/observation/355890626/
"POINT (5.67343 50.8409)",50.84090,5.67343,d'Artagnanlaan, 6213 CH, Maastricht,https://waarneming.nl/observation/356127235/
"POINT (5.68136 50.84554)",50.84554,5.68136,Polvertorenstraat, 6211 LX, Maastricht,https://waarneming.nl/observation/359039442/
"POINT (5.64806 50.83884)",50.83884,5.64806,Lareshof, 6215 RE, Maastricht,https://waarneming.nl/observation/356227896/
"POINT (5.7098 51.26626)",51.26626,5.70980,Houtzaagmolen, 6003 CB, Weert,https://waarneming.nl/observation/356835869/
"POINT (5.7577 50.9254)",50.92540,5.75770,Cruisboomstraat, 6243 AM, Geulle aan de Maas,https://waarneming.nl/observation/356749973/
"POINT (5.69472 51.25659)",51.25659,5.69472,Odamolenstraat, 6002 BR, Weert,https://waarneming.nl/observation/356947054/
"POINT (6.14832 51.47678)",51.47678,6.14832,Horsterweg, 5872 CC, Broekhuizen,https://waarneming.nl/observation/357028548/
"POINT (6.06801 50.89122)",50.89122,6.06801,Mirbachstraat, 6471 CX, Eygelshoven,https://waarneming.nl/observation/356966118/
"POINT (6.08338 51.53698)",51.53698,6.08338,Merelhof, 5861 BA, Wanssum,https://waarneming.nl/observation/357272951/
"POINT (6.07056 50.87493)",50.87493,6.07056,Deken Deutzlaan, 6463 XD, Kerkrade,https://waarneming.nl/observation/357288540/
"POINT (5.83022 50.9675)",50.96750,5.83022,Op de Vey, 6165 CC, Geleen,https://waarneming.nl/observation/357387193/
"POINT (5.99617 51.53087)",51.53087,5.99617,Kroonkruid, 5803 JG, Venray,https://waarneming.nl/observation/357393698/
"POINT (5.73204 51.25653)",51.25653,5.73204,Middelstestraat, 6004 BJ, Weert,https://waarneming.nl/observation/357393400/
"POINT (6.03372 51.40685)",51.40685,6.03372,Mulderstraat, 5975 VX, Sevenum,https://waarneming.nl/observation/357399959/
"POINT (5.96058 51.24598)",51.24598,5.96058,Vreeholtstraat, 6083 BB, Nunhem,https://waarneming.nl/observation/357512959/
"POINT (5.96912 51.18076)",51.18076,5.96912,Roermondsestraat, 6049 AW, Merum,https://waarneming.nl/observation/357610351/
"POINT (6.04905 51.29051)",51.29051,6.04905,Meidoornplein, 5995 BS, Kessel,https://waarneming.nl/observation/357487935/
"POINT (5.68178 51.26621)",51.26621,5.68178,Madeliefhof, 6002 TN, Weert,https://waarneming.nl/observation/357537270/
"POINT (5.67411 50.84477)",50.84477,5.67411,Chrysantenstraat, 6214 SZ, Maastricht,https://waarneming.nl/observation/357589507/
"POINT (5.77771 50.88651)",50.88651,5.77771,Raar, 6231 RP, Meerssen,https://waarneming.nl/observation/357553734/
"POINT (5.79639 51.24071)",51.24071,5.79639,Mildert, 6031 SM, Nederweert,https://waarneming.nl/observation/357642481/
"POINT (5.93167 51.37884)",51.37884,5.93167,Spiesberg, 5985 NP, Grashoek,https://waarneming.nl/observation/357657788/
"POINT (5.73494 50.83955)",50.83955,5.73494,Schout Stasstraat, 6227 XC, Maastricht,https://waarneming.nl/observation/357718763/
"POINT (5.73838 51.30421)",51.30421,5.73838,Kleine steeg, 6031 NX, Nederweert,https://waarneming.nl/observation/357711181/
"POINT (5.95274 50.91462)",50.91462,5.95274,Oestererf, 6413 LM, Heerlen,https://waarneming.nl/observation/358061567/
"POINT (5.97957 51.52843)",51.52843,5.97957,Stationsweg, 5802 AB, Venray,https://waarneming.nl/observation/357855529/
"POINT (5.71819 50.85428)",50.85428,5.71819,Albertusstraat, 6226 XX, Maastricht,https://waarneming.nl/observation/358038909/
"POINT (5.72662 50.82773)",50.82773,5.72662,Cuyleborg, 6228 BD, Maastricht,https://waarneming.nl/observation/357926713/
"POINT (5.86742 50.97671)",50.97671,5.86742,Julianalaan, 6151 AP, Munstergeleen,https://waarneming.nl/observation/357927643/
"POINT (6.03793 51.12232)",51.12232,6.03793,Heerbaan, 6061 ED, Posterholt,https://waarneming.nl/observation/358034730/
"POINT (5.74898 50.83849)",50.83849,5.74898,Pater Kustersweg, 6267 NL, Cadier en Keer,https://waarneming.nl/observation/358092577/
"POINT (5.97193 51.07444)",51.07444,5.97193,Waldfeuchterbaan, 6105 BN, Maria Hoop,https://waarneming.nl/observation/358142802/
